model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
filtered_ensemble	6	1	low	1035885688062259012	1.58	correct	wrong	correct	yes	4885212423.jpg#1r1c	The young man is trying to balance on the train tracks .	A young man is flying a drone at the park .	contradiction	The man is either balancing on the train tracks or flying a drone at the park.	contradiction	if one is trying to balance on train tracks , it means that one is not flying .
filtered_ensemble	6	2	high	1035885688062259012	1.58	correct	correct	wrong	no	6956922556.jpg#1r1e	Two girls pose along a tree - lined path and blow kisses towards the camera .	Two girls are taking pictures outside .	entailment	Girls pose along a tree-lined path means they are outside.	entailment	when you pose towards a camera , you are usually taking pictures ;  a tree-lined path is found outside .
filtered_ensemble	6	3	low	1035885688062259012	1.58	correct	correct	correct	no	2320742338.jpg#0r1n	A bear - chested jungle native , with long hair , wearing a cloth bottom garment , is dangling in the air from a chute .	A tall person with hair	neutral	Not all bears are tall.	neutral	not all people are tall .
filtered_ensemble	6	4	high	1035885688062259012	1.58	wrong	wrong	correct	no	4448279884.jpg#3r1n	A crowd gathers and watches a bonfire .	A crowd feels the warmth of a bonfire .	entailment	A crowd gathers and watches a bonfire means that they feel the warmth of a bonfire.	entailment	a crowd gathering and watching a bonfire implies they can feel the warmth of the bonfire .
filtered_ensemble	6	5	low	1035885688062259012	1.58	correct	wrong	wrong	no	207857944.jpg#1r1c	A man and a woman are showing their kid their little baby .	A man shows off his baseball cards .	contradiction	A man and a woman showing their baby is not the same as a man showing off his baseball cards.	contradiction	a man and a woman are more than just a man ;  also baseball cards and a little baby can not be compared together .
filtered_ensemble	6	6	high	1035885688062259012	1.58	wrong	correct	correct	no	4507268153.jpg#4r1e	A man and a woman embracing on the sidewalk .	A woman and a man are outside .	entailment	A sidewalk is outside.	entailment	the man and women are outside , sidewalks are outside .
filtered_ensemble	6	7	low	1035885688062259012	1.58	wrong	correct	wrong	no	4701188650.jpg#2r1e	Man sitting on bench with a suitcase in front of PADDINGTON sign .	A man sitting with a sign	entailment	A paddington sign is a type of sign.	entailment	sitting in front of paddington sign implies sitting with a sign
filtered_ensemble	6	8	high	1035885688062259012	1.58	wrong	wrong	correct	yes	1246239396.jpg#1r1c	A bald man with a white shirt and watch eating food and drinking wine .	The man is homeless .	neutral	Not all men are homeless.	neutral	a man is eating food and drinking wine does n't imply he is homeless .
filtered_ensemble	6	9	low	1035885688062259012	1.58	wrong	correct	correct	no	6314475602.jpg#4r1n	A man wearing a kilt has thrown a large pole .	A man is wearing a skirt .	contradiction	A kilt is not a skirt.	entailment	a large pole is thrown by a man wearing a kilt .
filtered_ensemble	6	10	high	1035885688062259012	1.58	wrong	correct	correct	yes	2385744837.jpg#0r1e	A boy in a red jacket and balck hat sliding on his knees down a snowy hill	A child is playing outside .	entailment	A boy is a child.	entailment	a boy is a type of child , and a snowy hill would only be found outside .
filtered_ensemble	7	1	low	7896632437765583497	12.47	correct	correct	correct	no	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	Not all trucks are monster trucks.	neutral	the truck is not necessarily a monster truck .
filtered_ensemble	7	2	high	7896632437765583497	12.47	wrong	wrong	correct	no	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	Kneeling does not imply a ritual.	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
filtered_ensemble	7	3	low	7896632437765583497	12.47	wrong	correct	wrong	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	Happy people are not angry people.	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
filtered_ensemble	7	4	high	7896632437765583497	12.47	correct	correct	correct	no	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	Just because a girl is sitting on the beach does not mean she is on vacation.	neutral	being on the beach does not imply that one is on vacation .
filtered_ensemble	7	5	low	7896632437765583497	12.47	correct	correct	correct	yes	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	Just because two dogs run across the woods does not mean they are running after an animal.	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
filtered_ensemble	7	6	high	7896632437765583497	12.47	wrong	correct	correct	no_need	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	Not all groups are from the local 4-h club.	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
filtered_ensemble	7	7	low	7896632437765583497	12.47	correct	wrong	correct	no	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	Beach boardwalk is a beach walkway.	entailment	a hot summer is in the summertime .
filtered_ensemble	7	8	high	7896632437765583497	12.47	wrong	correct	wrong	yes	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	Wrestling is a form of playing.	entailment	kids are playing and referencing on an inflatable raft .
filtered_ensemble	7	9	low	7896632437765583497	12.47	wrong	correct	wrong	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	The boy cannot be sleeping in bed and standing in a shady setting at the same time.	contradiction	a boy who stands usually is n't sleeping .
filtered_ensemble	7	10	high	7896632437765583497	12.47	wrong	correct	correct	no	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	Just because a girl is standing in a river does not mean she is cooling her feet.	neutral	a girl who stands in a river is not always cooling her feet .
filtered_ensemble	7	1	low	8918329787145646557	7.37	correct	correct	correct	no	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	Not all trucks are monster trucks.	neutral	the truck is not necessarily a monster truck .
filtered_ensemble	7	2	high	8918329787145646557	7.37	correct	correct	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	Kneeling does not imply a ritual.	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
filtered_ensemble	7	3	low	8918329787145646557	7.37	correct	correct	correct	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	Happy people are not angry people.	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
filtered_ensemble	7	4	high	8918329787145646557	7.37	correct	correct	correct	yes	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	Just because a girl is sitting on the beach does not mean she is on vacation.	neutral	being on the beach does not imply that one is on vacation .
filtered_ensemble	7	5	low	8918329787145646557	7.37	correct	correct	wrong	no	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	Just because two dogs run across the woods does not mean they are running after an animal.	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
filtered_ensemble	7	6	high	8918329787145646557	7.37	correct	correct	correct	no	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	Not all groups are from the local 4-h club.	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
filtered_ensemble	7	7	low	8918329787145646557	7.37	correct	correct	correct	no	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	Beach boardwalk is a beach walkway.	entailment	a hot summer is in the summertime .
filtered_ensemble	7	8	high	8918329787145646557	7.37	correct	correct	correct	no	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	Wrestling is a form of playing.	entailment	kids are playing and referencing on an inflatable raft .
filtered_ensemble	7	9	low	8918329787145646557	7.37	correct	correct	correct	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	The boy cannot be sleeping in bed and standing in a shady setting at the same time.	contradiction	a boy who stands usually is n't sleeping .
filtered_ensemble	7	10	high	8918329787145646557	7.37	correct	correct	correct	yes	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	Just because a girl is standing in a river does not mean she is cooling her feet.	neutral	a girl who stands in a river is not always cooling her feet .
filtered_ensemble	7	1	low	8757918827605567469	3.42	correct	correct	correct	no	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	Not all trucks are monster trucks.	neutral	the truck is not necessarily a monster truck .
filtered_ensemble	7	2	high	8757918827605567469	3.42	correct	correct	correct	no	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	Kneeling does not imply a ritual.	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
filtered_ensemble	7	3	low	8757918827605567469	3.42	correct	correct	correct	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	Happy people are not angry people.	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
filtered_ensemble	7	4	high	8757918827605567469	3.42	correct	correct	correct	no	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	Just because a girl is sitting on the beach does not mean she is on vacation.	neutral	being on the beach does not imply that one is on vacation .
filtered_ensemble	7	5	low	8757918827605567469	3.42	correct	correct	correct	no	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	Just because two dogs run across the woods does not mean they are running after an animal.	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
filtered_ensemble	7	6	high	8757918827605567469	3.42	correct	correct	correct	no	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	Not all groups are from the local 4-h club.	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
filtered_ensemble	7	7	low	8757918827605567469	3.42	correct	correct	correct	no	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	Beach boardwalk is a beach walkway.	entailment	a hot summer is in the summertime .
filtered_ensemble	7	8	high	8757918827605567469	3.42	correct	correct	correct	no	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	Wrestling is a form of playing.	entailment	kids are playing and referencing on an inflatable raft .
filtered_ensemble	7	9	low	8757918827605567469	3.42	correct	correct	correct	no	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	The boy cannot be sleeping in bed and standing in a shady setting at the same time.	contradiction	a boy who stands usually is n't sleeping .
filtered_ensemble	7	10	high	8757918827605567469	3.42	correct	correct	correct	no	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	Just because a girl is standing in a river does not mean she is cooling her feet.	neutral	a girl who stands in a river is not always cooling her feet .
filtered_ensemble	7	1	low	2857902340789627027	2.28	correct	correct	correct	no_need	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	Not all trucks are monster trucks.	neutral	the truck is not necessarily a monster truck .
filtered_ensemble	7	2	high	2857902340789627027	2.28	correct	correct	correct	no_need	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	Kneeling does not imply a ritual.	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
filtered_ensemble	7	3	low	2857902340789627027	2.28	correct	correct	correct	no_need	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	Happy people are not angry people.	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
filtered_ensemble	7	4	high	2857902340789627027	2.28	correct	correct	correct	no_need	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	Just because a girl is sitting on the beach does not mean she is on vacation.	neutral	being on the beach does not imply that one is on vacation .
filtered_ensemble	7	5	low	2857902340789627027	2.28	correct	correct	correct	no_need	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	Just because two dogs run across the woods does not mean they are running after an animal.	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
filtered_ensemble	7	6	high	2857902340789627027	2.28	correct	correct	correct	no_need	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	Not all groups are from the local 4-h club.	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
filtered_ensemble	7	7	low	2857902340789627027	2.28	correct	correct	correct	no_need	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	Beach boardwalk is a beach walkway.	entailment	a hot summer is in the summertime .
filtered_ensemble	7	8	high	2857902340789627027	2.28	correct	correct	correct	no_need	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	Wrestling is a form of playing.	entailment	kids are playing and referencing on an inflatable raft .
filtered_ensemble	7	9	low	2857902340789627027	2.28	correct	correct	correct	no_need	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	The boy cannot be sleeping in bed and standing in a shady setting at the same time.	contradiction	a boy who stands usually is n't sleeping .
filtered_ensemble	7	10	high	2857902340789627027	2.28	correct	correct	correct	no_need	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	Just because a girl is standing in a river does not mean she is cooling her feet.	neutral	a girl who stands in a river is not always cooling her feet .
filtered_ensemble	7	1	low	5502914420314216426	2.32	correct	correct	correct	no	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	Not all trucks are monster trucks.	neutral	the truck is not necessarily a monster truck .
filtered_ensemble	7	2	high	5502914420314216426	2.32	correct	correct	correct	no	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	Kneeling does not imply a ritual.	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
filtered_ensemble	7	3	low	5502914420314216426	2.32	correct	correct	correct	no	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	Happy people are not angry people.	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
filtered_ensemble	7	4	high	5502914420314216426	2.32	correct	correct	correct	no	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	Just because a girl is sitting on the beach does not mean she is on vacation.	neutral	being on the beach does not imply that one is on vacation .
filtered_ensemble	7	5	low	5502914420314216426	2.32	correct	correct	correct	no	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	Just because two dogs run across the woods does not mean they are running after an animal.	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
filtered_ensemble	7	6	high	5502914420314216426	2.32	correct	correct	correct	no	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	Not all groups are from the local 4-h club.	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
filtered_ensemble	7	7	low	5502914420314216426	2.32	correct	correct	correct	no	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	Beach boardwalk is a beach walkway.	entailment	a hot summer is in the summertime .
filtered_ensemble	7	8	high	5502914420314216426	2.32	correct	correct	correct	no	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	Wrestling is a form of playing.	entailment	kids are playing and referencing on an inflatable raft .
filtered_ensemble	7	9	low	5502914420314216426	2.32	correct	correct	correct	no	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	The boy cannot be sleeping in bed and standing in a shady setting at the same time.	contradiction	a boy who stands usually is n't sleeping .
filtered_ensemble	7	10	high	5502914420314216426	2.32	correct	correct	correct	no	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	Just because a girl is standing in a river does not mean she is cooling her feet.	neutral	a girl who stands in a river is not always cooling her feet .
filtered_ensemble	8	1	low	6527898456240164533	11.35	correct	correct	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	A woman cannot be staring and sleeping at the same time.	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
filtered_ensemble	8	2	high	6527898456240164533	11.35	correct	correct	wrong	yes	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	Not all women are a model.	neutral	not every woman is a model .
filtered_ensemble	8	3	low	6527898456240164533	11.35	correct	correct	wrong	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	The men cannot be in a beautiful lake and in the sand of a desert at the same time.	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
filtered_ensemble	8	4	high	6527898456240164533	11.35	correct	correct	correct	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	Jumps over an obstacle implies in the air.	entailment	a dog that jumps over an obstacle is in the air .
filtered_ensemble	8	5	low	6527898456240164533	11.35	correct	correct	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	The elderly men cannot be both outside a cafe and at a woman.	neutral	because a woman walks by two men does not mean they cat call .
filtered_ensemble	8	6	high	6527898456240164533	11.35	correct	correct	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	Not all benches are in a park.	entailment	outside bench refers to park bench
filtered_ensemble	8	7	low	6527898456240164533	11.35	correct	correct	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	The man cannot be sweeping and dancing at the same time.	contradiction	the man can not be sweeping and dancing concurrently .
filtered_ensemble	8	8	high	6527898456240164533	11.35	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	contradiction	The cheerleaders are performing on a football field, not shaking pom poms.	neutral	not all cheerleaders shake pom poms .
filtered_ensemble	8	9	low	6527898456240164533	11.35	correct	correct	correct	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	A woman cannot be standing and cheering at a football game and taking a nap at the same time.	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
filtered_ensemble	8	10	high	6527898456240164533	11.35	correct	correct	correct	yes	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	A man and woman are outside in the snow refers to a man in a black coat and a woman in a blue coat	entailment	showshoeing implies being in the snow
filtered_ensemble	8	1	low	6634320832921500530	2.17	correct	correct	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	A woman cannot be staring and sleeping at the same time.	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
filtered_ensemble	8	2	high	6634320832921500530	2.17	correct	correct	correct	yes	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	Not all women are a model.	neutral	not every woman is a model .
filtered_ensemble	8	3	low	6634320832921500530	2.17	correct	correct	correct	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	The men cannot be in a beautiful lake and in the sand of a desert at the same time.	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
filtered_ensemble	8	4	high	6634320832921500530	2.17	correct	correct	correct	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	Jumps over an obstacle implies in the air.	entailment	a dog that jumps over an obstacle is in the air .
filtered_ensemble	8	5	low	6634320832921500530	2.17	correct	correct	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	The elderly men cannot be both outside a cafe and at a woman.	neutral	because a woman walks by two men does not mean they cat call .
filtered_ensemble	8	6	high	6634320832921500530	2.17	correct	correct	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	Not all benches are in a park.	entailment	outside bench refers to park bench
filtered_ensemble	8	7	low	6634320832921500530	2.17	correct	correct	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	The man cannot be sweeping and dancing at the same time.	contradiction	the man can not be sweeping and dancing concurrently .
filtered_ensemble	8	8	high	6634320832921500530	2.17	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	contradiction	The cheerleaders are performing on a football field, not shaking pom poms.	neutral	not all cheerleaders shake pom poms .
filtered_ensemble	8	9	low	6634320832921500530	2.17	correct	correct	correct	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	A woman cannot be standing and cheering at a football game and taking a nap at the same time.	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
filtered_ensemble	8	10	high	6634320832921500530	2.17	correct	correct	correct	yes	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	A man and woman are outside in the snow refers to a man in a black coat and a woman in a blue coat	entailment	showshoeing implies being in the snow
filtered_ensemble	8	1	low	9211760604672204792	10.02	correct	correct	wrong	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	A woman cannot be staring and sleeping at the same time.	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
filtered_ensemble	8	2	high	9211760604672204792	10.02	correct	correct	correct	yes	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	Not all women are a model.	neutral	not every woman is a model .
filtered_ensemble	8	3	low	9211760604672204792	10.02	correct	wrong	correct	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	The men cannot be in a beautiful lake and in the sand of a desert at the same time.	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
filtered_ensemble	8	4	high	9211760604672204792	10.02	correct	correct	wrong	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	Jumps over an obstacle implies in the air.	entailment	a dog that jumps over an obstacle is in the air .
filtered_ensemble	8	5	low	9211760604672204792	10.02	correct	wrong	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	The elderly men cannot be both outside a cafe and at a woman.	neutral	because a woman walks by two men does not mean they cat call .
filtered_ensemble	8	6	high	9211760604672204792	10.02	correct	wrong	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	Not all benches are in a park.	entailment	outside bench refers to park bench
filtered_ensemble	8	7	low	9211760604672204792	10.02	correct	wrong	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	The man cannot be sweeping and dancing at the same time.	contradiction	the man can not be sweeping and dancing concurrently .
filtered_ensemble	8	8	high	9211760604672204792	10.02	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	contradiction	The cheerleaders are performing on a football field, not shaking pom poms.	neutral	not all cheerleaders shake pom poms .
filtered_ensemble	8	9	low	9211760604672204792	10.02	wrong	correct	correct	no	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	A woman cannot be standing and cheering at a football game and taking a nap at the same time.	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
filtered_ensemble	8	10	high	9211760604672204792	10.02	correct	wrong	correct	yes	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	A man and woman are outside in the snow refers to a man in a black coat and a woman in a blue coat	entailment	showshoeing implies being in the snow
filtered_ensemble	8	1	low	8520748292414348064	3.12	correct	correct	correct	no	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	A woman cannot be staring and sleeping at the same time.	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
filtered_ensemble	8	2	high	8520748292414348064	3.12	correct	correct	correct	no	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	Not all women are a model.	neutral	not every woman is a model .
filtered_ensemble	8	3	low	8520748292414348064	3.12	correct	correct	correct	no	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	The men cannot be in a beautiful lake and in the sand of a desert at the same time.	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
filtered_ensemble	8	4	high	8520748292414348064	3.12	correct	correct	correct	no	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	Jumps over an obstacle implies in the air.	entailment	a dog that jumps over an obstacle is in the air .
filtered_ensemble	8	5	low	8520748292414348064	3.12	correct	correct	correct	no	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	The elderly men cannot be both outside a cafe and at a woman.	neutral	because a woman walks by two men does not mean they cat call .
